y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
0.0,1.145,-3.858,-0.216,-3.097,4.997,-2.087,-3.166,1.13,-4.268,3.104,4.279,-3.095,-1.633,2.804,1.581,0.339,3.988,0.242,2.793,1.396
2.0,-2.757,-4.494,2.125,0.39,-1.448,5.387,1.385,-4.015,5.849,-4.921,0.627,-0.11,-1.147,1.551,5.097,-2.239,-2.83,-1.786,-2.391,0.736
0.0,0.349,2.805,-1.507,0.93,-0.186,-2.999,-1.856,-5.251,3.916,2.578,-1.697,0.455,-2.025,3.597,-1.812,-3.27,-2.699,0.385,-0.599,-2.088
0.0,0.246,-2.396,-0.258,-4.532,0.897,-2.586,-4.765,3.573,-4.477,2.586,-1.842,1.154,-0.002,1.644,-4.427,5.626,3.247,1.38,1.766,-0.037
2.0,-0.951,1.409,-2.063,-3.373,-3.611,1.424,-1.765,-5.533,1.655,-0.439,-3.204,1.742,-0.024,0.366,3.465,-2.402,-2.137,-3.54,4.165,0.037
2.0,-5.188,-0.383,3.687,1.51,-4.315,1.754,0.953,-2.731,3.548,-7.127,0.359,1.635,-1.291,-4.69,5.956,2.728,2.679,-4.458,2.191,-5.895
1.0,-0.148,0.794,1.054,0.01,-1.422,-3.832,-0.526,-1.421,-1.034,0.919,-2.521,0.8,-0.185,3.375,0.879,3.944,-0.747,-7.271,1.589,2.311
1.0,1.315,6.901,-0.145,2.614,-0.517,-2.138,2.297,-4.184,-0.444,3.142,-2.955,-1.96,2.806,3.251,0.778,2.162,-5.501,3.378,1.951,1.456
0.0,-0.41,2.311,-4.327,-0.859,0.138,-0.345,0.553,1.895,-1.328,1.315,1.853,-0.936,-0.675,-4.084,-0.224,1.973,1.652,0.492,0.395,1.023
2.0,-2.397,0.145,2.014,1.799,0.624,0.477,-4.021,-0.104,-0.208,-0.869,-2.148,3.429,-3.11,-5.226,2.076,-1.605,-2.856,1.574,-1.401,-2.513
2.0,1.906,-3.627,5.356,-3.214,-1.427,-3.689,0.522,0.652,-1.724,-0.837,7.844,-2.421,-1.829,4.523,1.238,1.658,-1.061,0.77,-0.205,2.977
1.0,-1.16,0.439,2.022,1.882,3.671,-1.345,-1.541,0.337,-2.069,2.816,-2.83,-0.172,-0.609,4.261,-1.0,1.218,0.699,-2.529,0.751,2.123
0.0,-1.812,0.564,-2.902,3.957,-1.216,-2.174,-3.241,-4.771,1.23,4.691,0.516,-1.926,2.112,1.17,0.5,-2.14,-0.484,2.864,3.018,-3.757
1.0,0.23,0.969,0.711,4.315,-2.773,1.583,-2.146,-0.212,-1.705,1.523,-0.527,-0.388,1.024,2.105,-1.151,3.206,-3.505,2.455,-1.832,0.857
0.0,6.487,-3.4,-5.476,2.365,-2.721,-2.079,-4.846,2.679,3.103,-1.4,4.321,-1.307,-0.727,-1.636,-2.339,3.593,-0.013,-1.967,2.543,5.266
0.0,1.831,-1.837,-6.566,0.063,1.427,0.365,-0.402,2.065,2.404,-0.191,7.791,-0.353,-3.087,-5.253,0.819,1.025,4.978,1.05,2.521,4.604
1.0,0.795,2.28,-3.409,-0.006,-2.485,-2.25,-1.818,0.72,0.159,-1.108,-1.348,0.83,3.114,3.22,1.401,-0.246,-3.126,3.783,1.444,-0.069
0.0,-3.302,2.195,-0.333,-3.822,-0.963,-1.016,-0.67,-1.853,-1.734,0.911,-1.478,-0.769,5.62,0.147,3.247,-5.435,0.281,3.843,-1.956,-2.421
0.0,1.435,-5.947,-2.568,-1.677,3.806,-4.098,-0.862,2.644,0.364,-3.611,7.735,-2.495,0.005,2.837,-1.463,3.007,2.563,2.461,-0.549,2.208
0.0,-6.552,2.336,4.352,-2.081,5.307,3.487,-6.641,-2.134,4.166,2.131,-2.149,5.331,-5.139,2.737,-0.917,-3.582,-3.49,9.063,-2.023,-1.477
0.0,3.351,3.229,-2.908,-1.011,1.143,-3.355,-5.175,6.877,-1.417,-0.208,-2.506,0.034,-0.61,-5.843,-4.826,3.089,-2.293,0.457,-0.19,0.703
1.0,-2.452,3.127,2.55,-1.351,0.928,-2.201,2.502,-4.427,-6.959,5.433,0.713,-2.336,0.129,1.47,-1.06,6.666,1.521,-4.483,3.053,2.687
1.0,2.121,2.937,-0.225,-0.74,-2.389,0.518,-0.549,1.286,-1.491,-1.079,-1.731,-1.96,-0.788,-0.177,-2.053,-5.335,2.029,-0.178,-3.095,-4.812
2.0,-0.252,-2.632,0.718,0.686,0.037,2.297,-4.622,-2.09,0.577,2.225,-3.073,1.442,-2.857,-1.756,-2.269,-1.597,0.205,-0.003,0.665,3.129
2.0,3.2,-1.27,2.249,-1.311,-3.3,-1.414,0.879,0.957,-1.728,0.221,4.927,-4.627,-1.796,3.479,0.472,-0.634,-1.515,-1.175,4.914,-2.141
1.0,-4.213,1.645,2.718,2.067,-1.2,-3.74,-1.994,2.938,2.436,-2.851,-2.228,-2.166,-1.195,4.965,-5.515,1.745,-1.785,0.821,1.602,2.786
1.0,-2.125,1.857,4.335,-0.915,1.053,-6.912,-1.226,-4.157,0.44,3.095,-1.289,-1.452,-2.907,1.16,-3.555,1.028,1.769,-4.333,4.781,-1.715
1.0,1.477,0.9,0.939,0.49,-2.114,-2.34,-2.702,-3.454,-1.31,1.21,1.696,-1.512,2.113,3.496,0.367,0.156,-0.742,0.062,0.939,-1.259
2.0,-2.498,1.473,0.049,-6.21,1.465,2.001,2.973,2.28,2.902,1.867,-1.259,2.42,3.546,-1.273,4.201,1.836,0.323,-2.467,-3.295,3.129
2.0,1.678,-2.95,0.456,-4.378,-1.145,-4.591,-1.371,-1.926,0.217,-0.53,3.313,1.158,-0.303,-3.831,0.462,-0.851,-1.173,-7.479,0.779,2.614
2.0,0.851,-2.871,-1.843,-0.123,0.587,-0.89,-0.734,3.369,3.674,5.16,5.914,-6.257,0.275,5.127,2.55,-2.163,-4.114,-2.351,3.27,0.903
2.0,-0.909,1.711,2.246,-5.353,3.05,0.134,-1.004,-1.944,1.422,0.062,-0.574,2.632,-0.425,-2.152,-4.878,-1.417,-5.193,-6.529,-1.58,-2.952
2.0,3.675,-1.861,2.49,3.629,-5.164,-5.139,-0.91,1.396,-0.922,-2.613,2.035,-3.628,1.996,1.096,1.506,-3.468,-0.873,-6.247,-0.832,5.133
1.0,-3.953,-1.041,3.61,0.01,0.701,-3.798,-0.275,-3.953,-2.881,3.927,0.004,-2.886,-1.075,-0.36,-0.696,4.396,-4.477,-3.262,4.992,-0.66
0.0,2.221,-3.808,-1.654,-3.296,2.14,-0.21,-2.224,0.562,-0.501,1.597,-0.997,1.546,1.953,-3.434,-3.004,4.388,1.126,-1.232,1.386,0.672
0.0,1.822,-1.425,1.418,-1.009,1.062,1.682,1.011,2.597,-0.791,1.135,1.03,-1.456,-4.807,-2.58,-1.015,2.484,3.276,-2.355,-0.162,2.483
2.0,-1.14,-2.498,3.518,-1.759,-2.722,-0.261,5.37,-0.418,0.048,1.462,-1.7,4.102,1.246,-1.44,0.272,5.527,-0.263,-6.647,-5.453,4.759
2.0,-2.894,2.759,1.11,2.205,-4.886,3.541,0.349,0.244,4.284,2.231,-2.499,-2.739,-5.008,-3.475,-6.589,0.256,3.725,1.877,0.185,-0.103
1.0,-1.397,2.177,1.281,-2.071,-2.886,-3.759,-1.032,3.475,6.985,-2.003,0.305,-5.212,0.48,6.12,-1.045,-2.441,1.853,-2.821,-3.3,2.64
0.0,2.511,-0.283,-3.11,-0.352,-1.763,-3.703,-5.451,2.78,-0.559,1.096,2.951,-4.397,-3.664,-4.462,-1.27,3.141,-0.684,-2.543,5.643,0.753
2.0,0.654,-1.332,-1.451,1.357,-5.234,-5.942,6.653,-2.006,-0.721,0.323,2.719,-5.376,-4.598,5.721,0.686,-0.911,-2.975,-3.416,2.277,-0.885
2.0,-2.091,-3.962,5.129,-2.893,-2.508,0.521,3.285,-3.867,-1.697,0.17,-1.101,5.784,-1.776,-0.041,-0.81,6.594,-2.662,-2.555,-0.769,3.086
0.0,-0.815,-2.736,-1.047,-5.946,2.862,-1.042,-1.714,5.895,-1.886,-2.796,1.381,1.867,3.206,2.941,-10.392,3.72,1.573,0.328,0.175,1.118
0.0,-0.926,-3.844,-4.526,-0.104,-0.651,-0.734,-2.078,-1.656,2.462,-3.533,4.954,-0.977,-1.809,-0.755,1.213,1.283,-1.247,-1.532,0.483,6.451
2.0,1.172,3.377,2.713,-0.657,-3.979,0.268,2.615,-0.896,-0.128,-2.535,-4.658,1.326,0.941,0.134,-0.184,-0.058,0.369,-1.7,-1.933,-1.305
1.0,-4.221,-1.421,4.104,0.863,0.079,0.553,-4.115,2.584,0.949,-6.74,2.04,-0.444,2.183,-3.069,-4.022,3.819,-0.188,3.532,5.159,2.091
1.0,0.468,4.089,1.195,1.048,-2.74,-3.938,-2.386,-4.353,-0.66,0.573,2.193,-4.461,1.749,-1.704,-4.971,4.371,-2.324,-0.081,1.884,4.631
2.0,-5.45,-2.496,2.381,0.519,-0.651,4.38,-1.025,-3.855,-0.239,-0.901,-4.819,-0.949,3.383,-0.889,-0.965,-2.886,0.151,-4.059,-4.247,-1.489
2.0,-3.774,-2.501,3.395,-4.302,-2.5,2.306,0.512,0.614,3.719,-4.017,-1.21,1.384,0.336,-1.897,-2.96,1.911,-0.656,-5.287,-0.465,-2.074
1.0,-2.734,4.407,-0.898,0.782,0.995,-0.846,1.854,-1.476,-0.43,5.248,-1.527,-3.027,0.886,1.572,-5.704,2.417,-1.205,-0.465,0.823,4.037
2.0,-1.398,-4.176,2.681,-0.0,1.43,0.899,-0.686,2.795,-1.161,-0.792,0.332,2.409,0.003,-3.437,-2.852,-0.983,-2.97,-1.267,-2.622,-2.117
0.0,-2.163,5.438,1.399,-3.794,-0.757,-3.914,-0.336,-1.861,-1.328,2.218,-2.514,0.104,0.54,-0.867,-1.415,-3.765,-0.381,-1.015,-0.072,-3.763
1.0,-0.77,1.62,2.13,-2.303,-0.974,-2.2,-5.678,2.211,5.528,-3.468,1.098,-2.523,2.622,1.928,-0.307,0.922,-0.835,2.921,2.295,0.457
1.0,-4.698,-0.618,0.843,1.933,-6.332,0.694,1.163,0.724,1.92,-0.591,-6.419,1.579,-0.175,0.557,-0.435,1.864,1.189,1.91,6.157,-1.14
0.0,-0.58,-2.281,3.021,-1.1,3.963,0.868,2.714,5.779,-2.73,-4.961,4.414,-5.222,-4.981,-2.052,-2.747,0.059,-1.238,-3.268,-0.649,0.447
2.0,-0.207,-4.041,1.696,0.318,-3.919,0.845,-3.013,-4.158,-2.445,0.795,2.47,-3.679,-0.056,6.399,7.267,-1.132,-5.158,-0.009,3.055,1.383
1.0,-0.7,6.154,-0.28,2.869,-0.668,0.083,-5.184,-1.757,0.457,-0.193,-1.491,-0.642,-1.591,2.734,-1.955,1.255,0.782,1.226,-0.346,2.14
0.0,-6.131,7.798,3.084,-4.195,3.099,0.234,-4.324,-2.87,1.081,0.784,-1.194,2.202,-0.751,4.494,0.052,-5.599,-4.861,4.064,-0.77,-0.984
1.0,-2.636,1.433,1.743,-1.31,-2.442,-3.17,0.394,-4.48,-8.851,-1.276,-0.337,-1.243,2.332,-0.587,-4.3,2.062,0.445,-3.303,0.433,1.839
2.0,-0.216,-2.873,2.41,1.336,1.191,2.246,-4.519,0.044,-2.542,0.992,-4.167,6.206,-2.662,-4.134,-1.655,-1.677,-2.605,0.787,-2.207,0.943
1.0,0.476,-0.493,-0.267,3.262,-1.725,-0.871,0.077,-2.926,1.55,1.63,-2.029,-1.24,0.989,2.44,0.388,2.177,3.004,-5.251,2.496,4.273
0.0,-1.25,1.944,0.362,-3.298,4.004,1.16,-1.331,0.111,-5.973,5.033,-1.65,-3.293,-1.169,-3.42,-3.427,-0.599,-1.505,-4.734,5.708,-2.234
0.0,4.41,-1.76,-7.576,0.862,2.189,-0.84,-2.74,-0.829,-1.454,-1.29,3.097,-3.997,1.094,-1.72,-3.022,1.443,-3.883,-1.433,-0.396,-2.601
0.0,-1.978,-3.479,-0.417,-6.272,2.15,-3.632,-8.623,5.351,-3.395,1.5,0.849,0.068,-0.95,-0.338,-3.144,5.51,2.971,1.144,3.126,3.344
1.0,2.082,2.899,4.0,4.52,0.737,-3.44,0.661,5.637,0.698,-2.321,-0.663,-1.979,1.344,-1.187,2.24,-0.626,0.624,1.888,-0.842,-1.425
2.0,-1.579,-0.14,-3.558,1.254,-1.474,-0.334,6.92,1.204,4.105,6.179,1.1,-4.335,-4.352,6.381,-0.732,2.7,-2.94,-2.633,2.098,0.098
1.0,-1.365,1.961,1.329,4.122,-4.535,-10.518,1.436,-8.159,0.426,6.464,2.661,-5.689,5.274,-0.338,-9.148,0.786,-0.761,-2.345,5.177,2.86
2.0,1.748,-0.454,2.087,0.402,0.966,-4.428,-0.568,-3.324,-3.405,2.844,-1.302,-0.305,0.747,-3.167,-0.826,-1.226,-1.814,0.886,2.25,0.39
2.0,1.484,1.424,2.755,2.155,-3.057,0.755,4.127,2.552,0.04,-1.029,0.757,-2.414,0.348,3.045,-1.389,-0.414,-1.966,0.07,-0.308,-0.427
1.0,-4.307,2.944,1.824,3.11,6.481,5.404,-4.44,0.778,-1.303,-1.7,-3.567,2.203,-7.229,4.957,2.793,0.458,-1.052,2.391,-2.474,-2.133
1.0,-1.776,-2.545,1.429,6.243,2.752,-1.623,-1.778,-0.164,2.843,0.695,-1.879,-2.511,-0.617,2.297,-2.835,-2.989,3.397,1.204,0.25,3.738
0.0,1.809,1.215,2.588,7.723,0.907,-6.427,-2.585,-2.397,-1.061,2.666,-0.875,-1.779,-1.314,8.974,2.279,1.123,1.024,-1.067,-0.698,2.242
2.0,0.624,-0.367,1.157,-1.117,2.07,2.666,-0.482,-0.829,1.376,4.214,-1.73,2.61,0.459,0.262,-0.716,2.823,-5.014,-1.255,-0.911,6.174
1.0,-4.421,-1.608,0.847,3.366,6.627,3.071,-2.375,3.391,-0.467,0.063,-5.321,0.297,-3.776,2.136,0.286,-2.617,4.464,0.621,-0.541,-0.911
0.0,1.005,-3.463,-2.717,-3.53,6.235,-6.063,-4.726,2.139,-2.503,-0.555,3.952,-0.726,-1.265,0.95,0.339,0.964,0.466,1.504,-0.954,1.561
0.0,1.929,-0.266,-2.149,-1.204,0.118,2.115,1.726,1.41,2.074,1.629,2.645,-0.252,0.651,-4.369,-3.606,4.206,3.454,-3.035,2.515,0.893
1.0,-1.796,2.2,0.111,2.323,-2.577,-1.301,-0.679,0.284,-3.321,1.701,-2.534,-1.107,-4.509,2.726,0.951,4.315,1.169,-2.974,-1.449,-0.158
2.0,2.943,1.016,0.807,-3.283,2.441,0.101,0.929,-3.306,-4.561,5.632,1.908,-4.371,-1.584,-1.649,3.494,1.881,0.207,5.215,3.809,-1.121
2.0,-1.603,-4.44,0.985,-1.694,-0.445,2.261,2.319,0.043,0.743,-1.484,1.808,3.534,-0.949,-4.35,2.039,1.395,-4.934,0.385,-3.364,-6.026
1.0,-4.616,-0.879,0.617,3.454,-4.209,-1.96,-0.298,1.841,6.074,-0.098,-5.761,-1.855,0.439,3.909,-2.693,3.084,-1.547,0.419,1.217,1.626
2.0,5.572,1.575,-1.417,-5.43,2.787,-2.497,0.364,-0.973,2.275,-0.546,4.067,-3.44,-0.681,-1.26,2.931,-0.777,-1.611,-2.949,-3.94,1.156
0.0,5.025,-0.576,-3.179,0.488,0.189,-0.706,-1.121,4.243,-2.277,2.148,1.682,-2.515,-2.271,-3.773,-3.628,2.224,1.855,-0.914,4.508,0.355
0.0,-0.514,-1.081,-0.543,-4.332,1.2,1.452,-3.469,6.572,-3.478,-2.757,0.465,-2.193,-1.476,0.738,-9.49,4.282,-1.29,-3.243,0.858,0.476
1.0,1.121,5.198,4.765,2.089,5.648,-1.818,-0.902,-2.798,-0.403,0.492,-1.016,-0.665,-0.102,3.876,-3.951,-0.853,6.046,-1.286,3.124,3.455
0.0,4.762,-3.437,-4.238,0.371,3.35,-0.866,-1.549,0.475,-3.593,-0.334,0.756,0.453,-0.902,-0.664,-2.02,-1.142,0.709,0.322,2.023,2.332
2.0,-0.567,-3.34,3.627,1.347,-1.329,1.037,1.136,1.603,-0.746,-3.802,1.162,3.045,-1.565,-5.471,-0.024,3.519,1.234,-2.356,0.023,-7.317
1.0,1.512,4.685,3.315,0.394,1.198,-4.349,-0.576,-4.044,-0.493,3.046,-0.682,0.675,2.151,-0.025,-2.206,2.792,3.415,-5.308,6.403,0.478
1.0,-3.134,1.884,2.256,2.597,7.327,1.718,-3.686,2.33,-0.511,-0.664,-2.192,0.498,-4.306,2.455,3.139,1.2,-1.16,0.828,0.057,0.62
1.0,0.865,0.878,0.075,-0.744,-3.632,2.239,-2.315,1.898,0.716,-1.049,-0.779,-1.995,-0.847,2.599,-1.737,-0.398,2.641,1.612,1.63,-0.101
0.0,0.597,1.215,1.935,-1.482,0.039,0.702,1.756,-0.43,1.854,3.234,0.006,-2.325,1.359,-0.177,-2.145,1.658,1.609,-4.649,-1.808,1.391
0.0,-1.726,-2.253,-0.816,0.245,-2.606,-3.293,1.235,0.194,0.643,-4.715,2.246,0.747,0.347,2.03,0.63,5.93,-5.181,-4.002,-0.014,5.627
1.0,-0.076,-3.446,2.247,-2.897,3.461,0.32,0.514,-0.663,-1.223,6.448,1.051,0.545,2.105,-0.856,1.44,3.314,-2.249,-0.646,-1.363,3.979
2.0,0.668,0.467,0.483,-2.491,1.837,4.431,1.166,-0.352,0.65,5.571,-3.559,-1.171,2.065,-0.152,1.474,0.744,-1.541,-0.855,-2.282,-0.42
0.0,0.221,-0.95,0.528,-1.239,1.167,-7.82,-2.853,-0.257,2.15,0.378,-1.057,0.23,0.142,2.992,0.633,0.8,-2.28,-1.523,1.797,-3.521
2.0,-3.855,1.36,-2.031,3.561,-2.078,-3.671,8.927,3.314,2.538,6.337,-3.183,-1.342,-0.771,1.455,-2.632,1.774,0.995,-1.981,4.366,-0.993
2.0,1.478,-6.11,1.569,-3.09,-2.235,1.703,-3.323,-5.427,-3.584,4.566,4.664,-1.989,0.384,0.864,7.475,1.207,-2.725,-2.697,3.419,8.365
2.0,-2.031,2.557,-2.558,-0.4,-3.229,5.865,3.838,1.132,9.206,-1.574,-5.309,-1.866,-4.169,1.407,-0.609,-3.674,-1.517,0.771,-7.205,2.205
0.0,-1.662,0.374,-1.649,-2.249,-1.074,1.297,-1.899,6.169,-1.143,-2.063,3.356,-5.555,-3.824,0.355,-3.404,3.747,4.053,0.279,0.651,4.408
2.0,-0.053,0.718,1.199,-1.573,-0.273,0.474,1.312,-1.93,3.26,-0.671,1.894,2.675,-5.685,-2.785,-0.82,-2.095,-1.689,0.479,-3.915,-7.213
1.0,-1.515,2.216,1.13,4.07,4.422,0.077,-0.054,-1.554,2.404,2.864,-1.325,2.725,-0.069,5.234,1.361,-0.667,3.329,-0.16,1.413,2.33
0.0,-0.314,-3.914,-2.481,-1.75,1.203,-2.352,-0.547,-1.716,-0.9,-0.753,4.069,-1.845,0.627,3.402,-2.553,2.707,1.122,-1.009,1.666,0.911
1.0,-0.744,3.796,0.74,2.185,0.577,-5.423,-4.126,-4.092,1.214,3.04,1.541,-4.79,0.485,0.925,-3.489,3.079,-0.832,-0.263,2.478,2.533
1.0,-0.63,5.619,2.143,-0.616,-3.329,-4.251,-5.575,-6.471,-2.782,4.852,1.389,-2.398,-4.086,-0.292,-4.054,8.255,3.786,-0.358,3.093,0.886
2.0,-2.874,-0.319,1.605,-2.09,0.796,1.213,0.56,-2.357,2.721,2.128,-2.712,-2.742,-2.769,-5.14,-4.093,1.789,1.495,-3.184,0.876,-4.193
2.0,0.089,-8.339,2.469,-0.104,-0.043,1.854,-3.48,-2.721,-1.211,-3.799,4.692,2.624,-1.453,-3.143,6.402,-1.262,-5.556,3.575,0.671,-2.143
1.0,-3.599,-1.506,-0.204,1.727,6.204,3.003,-0.997,-0.045,-2.274,3.995,0.135,-0.37,1.008,-1.093,1.439,3.824,-3.263,-0.993,1.948,2.278
2.0,3.706,-0.408,-0.918,-0.664,-0.318,-2.705,-0.329,-2.827,1.562,-0.348,1.203,-3.652,-0.66,-0.627,0.816,-4.067,-3.545,-3.857,-1.204,0.797
1.0,0.551,2.752,2.958,5.002,4.496,-1.891,-5.053,-0.612,-1.241,1.848,-3.01,-2.073,-6.441,4.342,-0.419,1.01,4.243,-1.789,1.883,-1.174
1.0,-4.259,1.38,2.451,5.672,-1.272,-0.384,-2.366,3.188,4.341,3.227,-2.623,-2.589,-1.01,4.945,-3.895,2.109,-1.201,-2.881,-1.381,1.414
1.0,-0.814,1.669,3.288,3.985,3.986,-0.554,1.896,-3.008,-2.007,2.625,-0.411,0.898,1.794,2.142,-0.208,0.587,4.324,-3.335,1.578,0.114
2.0,-6.853,-2.482,4.221,-3.999,1.143,5.31,1.015,-1.321,4.609,-1.348,0.905,-1.422,-2.055,-5.758,-2.869,3.959,3.215,-3.41,-0.371,-4.514
0.0,0.563,2.568,-5.658,-2.196,1.872,-2.551,-0.363,-0.654,3.952,4.83,0.585,-3.935,7.09,3.31,8.45,-3.866,5.863,5.109,-3.125,-1.133
0.0,0.047,-0.479,2.595,-0.641,0.6,-0.92,-2.663,-3.098,2.25,3.492,-3.213,0.943,-0.026,0.986,0.086,-2.275,-2.06,4.911,-1.056,-0.275
2.0,-2.762,-2.993,4.417,-1.633,-4.051,-0.486,0.365,-1.144,-0.42,-3.844,1.345,3.086,-0.473,-2.738,-0.22,1.759,-0.255,-4.745,1.145,-4.845
1.0,-5.964,-0.566,-3.542,-0.497,-4.593,3.826,-0.77,-0.053,-1.655,2.667,-1.936,-0.095,-5.214,2.449,-3.494,4.048,-2.192,0.272,-7.426,2.257
0.0,-0.811,-0.166,-3.528,-3.655,-3.127,-1.998,-7.575,3.051,-5.716,4.969,-3.248,2.074,-3.57,-4.019,-4.142,5.12,4.448,-1.484,6.294,1.941
1.0,0.732,1.995,2.665,3.464,-0.955,-2.206,-0.474,-2.254,1.055,-0.462,-2.842,-3.503,-4.01,2.588,4.108,4.484,4.004,-1.582,2.961,0.731
1.0,0.451,-0.819,3.39,1.194,-0.983,-0.731,-1.263,-2.316,1.279,-4.147,-1.57,-5.418,1.71,-2.772,-1.796,0.78,-0.264,-6.686,4.03,1.828
0.0,2.246,-4.511,-5.912,-1.054,1.943,0.185,-3.597,-3.406,-3.373,3.628,0.523,2.795,3.277,-0.43,-2.418,4.914,0.642,2.97,4.317,-0.789
0.0,0.135,2.414,-2.85,-4.117,5.421,0.561,-4.295,-3.29,0.586,2.647,-6.167,3.776,-1.682,1.9,-0.507,-4.522,-1.316,2.718,-6.877,-4.459
1.0,-2.243,1.541,-1.254,0.272,-2.217,1.649,1.4,1.524,0.177,-2.882,-6.074,-1.592,2.057,0.193,-3.745,3.604,-2.863,5.499,5.251,4.096
1.0,-1.002,5.244,-1.404,-1.129,-3.08,0.853,0.381,2.346,2.581,0.925,-2.378,-0.802,0.713,2.263,-1.84,2.968,-3.208,1.128,3.067,5.663
2.0,1.61,0.809,3.176,1.735,-0.568,2.605,-4.579,-2.675,4.637,-1.182,0.612,3.515,-2.971,0.511,-1.498,-0.984,-2.68,2.934,-2.013,1.149
0.0,3.205,-0.381,-1.216,-1.845,1.863,-1.619,-5.139,6.451,-3.57,1.524,1.12,-0.591,-2.642,-1.666,-4.848,0.925,2.357,0.406,4.168,1.553
0.0,0.383,1.916,5.023,-4.325,2.807,-3.495,-2.22,7.661,-0.107,1.879,1.876,-4.964,-3.834,-3.175,-1.688,3.665,4.421,-1.957,2.78,1.931
2.0,0.766,-3.665,5.729,7.9,-9.708,-4.95,7.603,0.241,-5.347,-5.218,1.211,-2.321,-6.578,6.642,-2.27,4.641,-2.545,-0.929,5.298,0.695
1.0,0.512,5.963,2.574,3.831,-0.833,-2.719,-2.292,-2.537,1.074,1.636,-2.261,-6.763,-4.8,0.691,-1.6,2.4,7.011,-1.617,5.083,-1.69
2.0,2.596,-2.916,5.8,-0.938,-2.841,-1.999,-2.027,-1.628,-1.687,2.247,2.582,1.198,0.475,-0.793,-3.483,-0.816,-0.607,-3.689,0.427,3.458
1.0,-1.899,-4.965,1.048,0.283,4.933,-4.931,2.276,2.161,-7.213,3.477,-3.432,-5.018,2.945,-0.585,-2.893,1.086,4.251,-2.075,3.251,5.57
1.0,-0.377,2.86,-1.128,-1.769,-2.085,-3.621,0.042,-2.325,-1.626,-4.003,2.022,-1.533,6.057,4.588,1.4,3.302,-1.962,3.604,4.49,3.682
1.0,1.333,0.179,0.351,3.052,-5.829,-1.659,4.414,-1.386,-6.69,-2.714,-0.578,0.93,-2.949,3.036,-6.218,-1.166,0.334,1.138,-0.893,0.633
1.0,-4.013,-1.413,8.006,3.97,0.118,0.806,-8.77,5.108,0.458,-1.779,-1.55,-1.89,1.586,-0.021,-0.794,4.64,2.896,-1.848,7.222,2.132
1.0,-5.117,3.854,2.222,0.934,0.123,-3.098,-0.793,2.133,0.5,-4.889,-2.28,1.122,0.474,-0.642,-2.482,4.14,-3.704,4.376,6.695,4.914
0.0,1.83,-2.18,-1.53,0.102,1.515,-2.833,1.882,0.525,-1.143,2.769,0.132,-0.682,-1.501,-1.915,0.303,-3.824,1.187,-2.547,-2.302,5.124
1.0,-1.715,0.586,2.077,3.473,1.733,-5.733,-5.996,-2.499,-6.56,-0.29,-1.18,-3.95,-1.666,2.717,-0.316,0.264,0.326,-0.899,2.141,-0.528
0.0,3.796,-3.236,3.373,-1.252,1.121,-6.764,-0.66,0.744,1.007,-0.001,1.79,-3.727,-2.706,5.811,-2.378,0.419,-0.048,-2.55,-0.865,0.629
0.0,3.743,-1.032,0.193,-0.719,-0.932,-5.117,-3.047,1.845,1.638,1.541,0.888,-0.166,0.235,-1.835,-2.183,4.036,1.316,-0.903,3.368,0.803
0.0,1.354,-1.537,-4.868,-0.593,-1.54,-2.862,-0.867,-1.3,-1.29,3.324,3.867,-0.475,-0.332,-1.788,-1.625,3.246,3.566,-3.543,3.927,-0.046
2.0,1.124,-5.947,3.338,-0.879,-5.251,2.242,-3.681,2.252,1.428,-5.184,-1.276,1.477,-0.582,0.24,-3.986,-1.008,-0.972,1.973,-0.805,2.718
1.0,-6.207,-2.23,1.555,1.706,0.305,0.348,-7.146,3.469,7.974,-1.547,-2.527,-3.87,4.54,2.571,-2.455,1.33,-2.548,-0.58,0.993,0.751
0.0,2.495,2.401,0.781,-1.527,2.249,-0.492,1.801,5.861,3.515,-1.91,5.877,-7.146,-4.888,-2.549,-1.067,4.895,3.353,-0.332,-1.427,0.949
2.0,1.96,0.653,1.677,-2.063,0.324,-4.791,4.864,-0.985,-2.688,0.246,3.203,-2.535,-1.743,-1.877,-0.298,0.246,-0.416,0.725,-0.427,-3.256
0.0,1.906,-1.51,-4.861,0.659,0.616,-2.683,-1.118,-0.24,-4.506,0.903,-0.183,2.137,-0.855,-2.855,0.655,2.874,-0.306,1.775,1.295,0.024
0.0,-1.112,3.182,0.236,-5.697,-0.705,-2.346,0.468,-0.791,-1.471,0.473,-6.424,2.611,6.402,-4.43,0.378,-1.856,-5.113,0.146,-0.296,-2.574
2.0,-3.934,1.055,1.358,-1.778,0.048,4.052,-0.079,0.949,3.751,0.177,-3.305,-3.151,-0.877,-1.407,-8.031,-3.244,-0.526,-2.585,-2.955,0.63
1.0,2.12,2.318,5.246,5.07,-6.171,-1.48,2.642,-1.788,-3.409,0.264,-2.113,1.092,-3.316,0.384,0.785,0.45,2.233,1.861,1.13,-4.022
2.0,-3.237,-0.955,-0.103,-3.144,1.552,2.241,-1.617,0.155,3.802,1.695,-8.39,-6.182,-2.227,-0.187,-6.917,-6.557,1.198,-1.846,-4.714,0.836
